Deal [id=3138525, userName= alexpro, direction=Short, asset=EURGBP, volume=16801.5, pNl=null, openDate=Tue Mar 03 07:27:03 IST 2015, closeDate=Tue Mar 03 18:17:26 IST 2015, lockedVolume=0.0]
Deal [id=3365575, userName= alexpro, direction=Short, asset=EURUSD, volume=1125250.0, pNl=null, openDate=Wed May 13 07:26:31 IDT 2015, closeDate=Thu Jul 02 00:00:42 IDT 2015, lockedVolume=0.0]
Deal [id=3365579, userName= alexpro, direction=Short, asset=OILUSD, volume=92070.0, pNl=null, openDate=Wed May 13 07:27:04 IDT 2015, closeDate=Mon May 18 20:01:35 IDT 2015, lockedVolume=0.0]
Deal [id=3365897, userName= alexpro, direction=Long, asset=GBPJPY, volume=1568400.0, pNl=null, openDate=Wed May 13 08:30:01 IDT 2015, closeDate=Wed May 13 08:31:20 IDT 2015, lockedVolume=0.0]
Deal [id=3365957, userName= alexpro, direction=Long, asset=GBPUSD, volume=785900.0, pNl=null, openDate=Wed May 13 08:30:13 IDT 2015, closeDate=Wed May 13 08:32:03 IDT 2015, lockedVolume=0.0]
Deal [id=3370709, userName= alexpro, direction=Short, asset=GBPUSD, volume=236670.0, pNl=null, openDate=Thu May 14 07:15:21 IDT 2015, closeDate=Wed Jun 10 09:46:00 IDT 2015, lockedVolume=0.0]
Deal [id=3372641, userName= alexpro, direction=Short, asset=GBPUSD, volume=236707.5, pNl=null, openDate=Thu May 14 13:14:53 IDT 2015, closeDate=Thu May 14 13:17:01 IDT 2015, lockedVolume=0.0]
Deal [id=3374354, userName= alexpro, direction=Short, asset=GBPUSD, volume=473505.0, pNl=null, openDate=Fri May 15 06:55:26 IDT 2015, closeDate=Fri May 15 10:10:08 IDT 2015, lockedVolume=0.0]
Deal [id=3376691, userName= alexpro, direction=Short, asset=GBPUSD, volume=236812.5, pNl=null, openDate=Fri May 15 15:31:16 IDT 2015, closeDate=Fri May 15 21:00:00 IDT 2015, lockedVolume=0.0]
Deal [id=3377618, userName= alexpro, direction=Short, asset=GBPUSD, volume=470925.0, pNl=null, openDate=Mon May 18 07:07:40 IDT 2015, closeDate=Mon May 18 07:31:59 IDT 2015, lockedVolume=0.0]
Deal [id=3377715, userName= alexpro, direction=Short, asset=EURNZD, volume=342030.0, pNl=null, openDate=Mon May 18 07:18:19 IDT 2015, closeDate=Mon May 18 15:50:12 IDT 2015, lockedVolume=0.0]
Deal [id=3382994, userName= alexpro, direction=Short, asset=EURUSD, volume=558025.0, pNl=null, openDate=Tue May 19 00:30:27 IDT 2015, closeDate=Wed May 20 05:59:20 IDT 2015, lockedVolume=0.0]
Deal [id=3383001, userName= alexpro, direction=Long, asset=USDJPY, volume=1000000.0, pNl=null, openDate=Tue May 19 00:30:35 IDT 2015, closeDate=Tue May 19 00:33:06 IDT 2015, lockedVolume=0.0]
Deal [id=3383030, userName= alexpro, direction=Long, asset=USDJPY, volume=1000000.0, pNl=null, openDate=Tue May 19 00:30:54 IDT 2015, closeDate=Tue May 19 00:34:23 IDT 2015, lockedVolume=0.0]
Deal [id=3380622, userName= alexpro, direction=Short, asset=USDCAD, volume=300000.0, pNl=null, openDate=Tue May 19 05:38:39 IDT 2015, closeDate=Wed Jun 10 09:46:09 IDT 2015, lockedVolume=0.0]
Deal [id=3380807, userName= alexpro, direction=Long, asset=OILUSD, volume=691725.0, pNl=null, openDate=Tue May 19 06:38:04 IDT 2015, closeDate=Tue May 19 00:56:36 IDT 2015, lockedVolume=0.0]
Deal [id=3380810, userName= alexpro, direction=Short, asset=OILUSD, volume=90270.0, pNl=null, openDate=Tue May 19 06:39:15 IDT 2015, closeDate=Wed Jun 10 09:24:34 IDT 2015, lockedVolume=0.0]
Deal [id=3380811, userName= alexpro, direction=Short, asset=OILUSD, volume=601800.0, pNl=null, openDate=Tue May 19 06:39:35 IDT 2015, closeDate=Thu Jun 11 11:04:27 IDT 2015, lockedVolume=0.0]
Deal [id=3381912, userName= alexpro, direction=Short, asset=GBPUSD, volume=777325.0, pNl=null, openDate=Tue May 19 08:56:11 IDT 2015, closeDate=Tue May 19 10:24:38 IDT 2015, lockedVolume=0.0]
Deal [id=3381956, userName= alexpro, direction=Long, asset=EURGBP, volume=559675.0, pNl=null, openDate=Tue May 19 08:59:10 IDT 2015, closeDate=Wed May 20 06:00:01 IDT 2015, lockedVolume=0.0]
Deal [id=3382373, userName= alexpro, direction=Long, asset=EURJPY, volume=336345.0, pNl=null, openDate=Tue May 19 10:23:51 IDT 2015, closeDate=Tue May 19 00:54:04 IDT 2015, lockedVolume=0.0]
Deal [id=3385264, userName= alexpro, direction=Long, asset=USDCAD, volume=500000.0, pNl=null, openDate=Wed May 20 06:37:08 IDT 2015, closeDate=Wed May 20 10:15:50 IDT 2015, lockedVolume=0.0]
Deal [id=3385850, userName= alexpro, direction=Long, asset=GBPJPY, volume=775625.0, pNl=null, openDate=Wed May 20 08:30:28 IDT 2015, closeDate=Wed May 20 10:22:17 IDT 2015, lockedVolume=0.0]
Deal [id=3385941, userName= alexpro, direction=Long, asset=GBPCHF, volume=776200.0, pNl=null, openDate=Wed May 20 08:31:06 IDT 2015, closeDate=Wed May 20 09:05:02 IDT 2015, lockedVolume=0.0]
Deal [id=3385978, userName= alexpro, direction=Long, asset=GBPUSD, volume=776450.0, pNl=null, openDate=Wed May 20 08:31:31 IDT 2015, closeDate=Wed May 20 13:46:32 IDT 2015, lockedVolume=0.0]
Deal [id=3387530, userName= alexpro, direction=Long, asset=EURUSD, volume=1110400.0, pNl=null, openDate=Wed May 20 13:51:49 IDT 2015, closeDate=Wed May 20 13:54:44 IDT 2015, lockedVolume=0.0]
Deal [id=3387541, userName= alexpro, direction=Long, asset=OILUSD, volume=704640.0, pNl=null, openDate=Wed May 20 13:53:27 IDT 2015, closeDate=Wed May 20 13:55:19 IDT 2015, lockedVolume=0.0]
Deal [id=3387559, userName= alexpro, direction=Long, asset=EURUSD, volume=1110650.0, pNl=null, openDate=Wed May 20 13:57:35 IDT 2015, closeDate=Thu May 21 00:47:44 IDT 2015, lockedVolume=0.0]
Deal [id=3387562, userName= alexpro, direction=Long, asset=OILUSD, volume=704640.0, pNl=null, openDate=Wed May 20 13:58:10 IDT 2015, closeDate=Thu May 21 13:17:37 IDT 2015, lockedVolume=0.0]
Deal [id=3390427, userName= alexpro, direction=Long, asset=GBPUSD, volume=778800.0, pNl=null, openDate=Thu May 21 07:53:41 IDT 2015, closeDate=Thu May 21 10:05:04 IDT 2015, lockedVolume=0.0]
Deal [id=3392423, userName= alexpro, direction=Long, asset=OILUSD, volume=690920.0, pNl=null, openDate=Thu May 21 13:13:48 IDT 2015, closeDate=Wed Jun 10 09:24:38 IDT 2015, lockedVolume=0.0]
Deal [id=3392574, userName= alexpro, direction=Short, asset=USDJPY, volume=500000.0, pNl=null, openDate=Thu May 21 13:42:19 IDT 2015, closeDate=Fri May 22 03:30:34 IDT 2015, lockedVolume=0.0]
Deal [id=3393040, userName= alexpro, direction=Short, asset=GBPJPY, volume=783300.0, pNl=null, openDate=Thu May 21 15:01:12 IDT 2015, closeDate=Fri May 22 05:01:25 IDT 2015, lockedVolume=0.0]
Deal [id=3393887, userName= alexpro, direction=Long, asset=EURUSD, volume=1116050.0, pNl=null, openDate=Fri May 22 06:00:24 IDT 2015, closeDate=Wed Jun 03 15:07:50 IDT 2015, lockedVolume=0.0]
Deal [id=3400923, userName= alexpro, direction=Short, asset=GBPUSD, volume=1539850.0, pNl=null, openDate=Tue May 26 00:14:27 IDT 2015, closeDate=Tue May 26 00:37:51 IDT 2015, lockedVolume=0.0]
Deal [id=3401316, userName= alexpro, direction=Long, asset=EURNZD, volume=1090650.0, pNl=null, openDate=Tue May 26 00:49:07 IDT 2015, closeDate=Tue May 26 13:56:49 IDT 2015, lockedVolume=0.0]
Deal [id=3401540, userName= alexpro, direction=Long, asset=GASUSD, volume=858300.62, pNl=null, openDate=Tue May 26 13:16:57 IDT 2015, closeDate=Wed May 27 10:46:09 IDT 2015, lockedVolume=0.0]
Deal [id=3403328, userName= alexpro, direction=Long, asset=GBPUSD, volume=771600.0, pNl=null, openDate=Wed May 27 06:26:10 IDT 2015, closeDate=Thu Jun 04 09:55:14 IDT 2015, lockedVolume=0.0]
Deal [id=3403332, userName= alexpro, direction=Long, asset=EURUSD, volume=546175.0, pNl=null, openDate=Wed May 27 06:26:50 IDT 2015, closeDate=Thu May 28 17:30:37 IDT 2015, lockedVolume=0.0]
Deal [id=3404654, userName= alexpro, direction=Short, asset=GASUSD, volume=1279068.0, pNl=null, openDate=Wed May 27 11:24:35 IDT 2015, closeDate=Wed May 27 13:32:03 IDT 2015, lockedVolume=0.0]
Deal [id=3405502, userName= alexpro, direction=Long, asset=GASUSD, volume=1428500.0, pNl=null, openDate=Wed May 27 13:52:47 IDT 2015, closeDate=Thu Jun 11 00:18:11 IDT 2015, lockedVolume=0.0]
Deal [id=3408987, userName= alexpro, direction=Short, asset=GASUSD, volume=1407000.0, pNl=null, openDate=Thu May 28 11:23:58 IDT 2015, closeDate=Thu May 28 15:54:02 IDT 2015, lockedVolume=0.0]
Deal [id=3411011, userName= alexpro, direction=Short, asset=GASUSD, volume=1357500.0, pNl=null, openDate=Thu May 28 19:45:12 IDT 2015, closeDate=Wed Jun 24 20:00:22 IDT 2015, lockedVolume=0.0]
Deal [id=3448878, userName= alexpro, direction=Long, asset=OILUSD, volume=61540.0, pNl=null, openDate=Wed Jun 10 14:30:01 IDT 2015, closeDate=Wed Jun 10 14:32:53 IDT 2015, lockedVolume=0.0]
Deal [id=3452085, userName= alexpro, direction=Long, asset=USDJPY, volume=500000.0, pNl=null, openDate=Thu Jun 11 00:30:17 IDT 2015, closeDate=Wed Jun 17 00:50:42 IDT 2015, lockedVolume=0.0]
Deal [id=3452138, userName= alexpro, direction=Short, asset=GBPUSD, volume=771575.0, pNl=null, openDate=Thu Jun 11 00:30:19 IDT 2015, closeDate=Mon Jun 29 10:00:07 IDT 2015, lockedVolume=0.0]
Deal [id=3452361, userName= alexpro, direction=Short, asset=GASUSD, volume=1437500.0, pNl=null, openDate=Thu Jun 11 00:35:32 IDT 2015, closeDate=Thu Jun 11 14:06:22 IDT 2015, lockedVolume=0.0]
Deal [id=3453244, userName= alexpro, direction=Long, asset=GASUSD, volume=1429000.0, pNl=null, openDate=Thu Jun 11 14:37:29 IDT 2015, closeDate=Wed Jun 17 13:15:25 IDT 2015, lockedVolume=0.0]
Deal [id=3469174, userName= alexpro, direction=Short, asset=GBPUSD, volume=791675.0, pNl=null, openDate=Wed Jun 17 19:04:27 IDT 2015, closeDate=Tue Jun 23 08:17:23 IDT 2015, lockedVolume=0.0]
Deal [id=3472212, userName= alexpro, direction=Long, asset=EURJPY, volume=570275.0, pNl=null, openDate=Thu Jun 18 00:45:13 IDT 2015, closeDate=Thu Jun 18 14:16:02 IDT 2015, lockedVolume=0.0]
Deal [id=3472373, userName= alexpro, direction=Long, asset=GASUSD, volume=1421000.0, pNl=null, openDate=Thu Jun 18 13:15:34 IDT 2015, closeDate=Wed Jun 24 20:00:19 IDT 2015, lockedVolume=0.0]
Deal [id=3474073, userName= alexpro, direction=Short, asset=EURUSD, volume=565925.0, pNl=null, openDate=Fri Jun 19 07:03:14 IDT 2015, closeDate=Fri Jun 19 10:22:46 IDT 2015, lockedVolume=0.0]
Deal [id=3476454, userName= alexpro, direction=Short, asset=GASUSD, volume=1418000.0, pNl=null, openDate=Fri Jun 19 17:08:25 IDT 2015, closeDate=Mon Jun 22 04:01:16 IDT 2015, lockedVolume=0.0]
Deal [id=3478102, userName= alexpro, direction=Long, asset=USDJPY, volume=500000.0, pNl=null, openDate=Mon Jun 22 10:08:09 IDT 2015, closeDate=Mon Jun 22 16:05:12 IDT 2015, lockedVolume=0.0]
Deal [id=3479199, userName= alexpro, direction=Short, asset=GBPNZD, volume=791550.0, pNl=null, openDate=Mon Jun 22 14:00:38 IDT 2015, closeDate=Tue Jun 23 09:16:32 IDT 2015, lockedVolume=0.0]
Deal [id=3479698, userName= alexpro, direction=Short, asset=AUDUSD, volume=387075.0, pNl=null, openDate=Mon Jun 22 15:15:26 IDT 2015, closeDate=Mon Jun 22 19:53:53 IDT 2015, lockedVolume=0.0]
Deal [id=3487118, userName= alexpro, direction=Short, asset=USDJPY, volume=500000.0, pNl=null, openDate=Wed Jun 24 13:12:41 IDT 2015, closeDate=Wed Jun 24 17:44:29 IDT 2015, lockedVolume=0.0]
Deal [id=3487172, userName= alexpro, direction=Long, asset=AUDUSD, volume=385600.0, pNl=null, openDate=Wed Jun 24 13:18:28 IDT 2015, closeDate=Thu Jun 25 03:07:19 IDT 2015, lockedVolume=0.0]
Deal [id=3487557, userName= alexpro, direction=Long, asset=AUDUSD, volume=384450.0, pNl=null, openDate=Wed Jun 24 14:31:51 IDT 2015, closeDate=Thu Jun 25 02:47:05 IDT 2015, lockedVolume=0.0]
Deal [id=3487602, userName= alexpro, direction=Short, asset=USDJPY, volume=500000.0, pNl=null, openDate=Wed Jun 24 14:39:57 IDT 2015, closeDate=Wed Jun 24 17:02:17 IDT 2015, lockedVolume=0.0]
Deal [id=3487873, userName= alexpro, direction=Long, asset=GBPUSD, volume=785375.0, pNl=null, openDate=Wed Jun 24 15:25:57 IDT 2015, closeDate=Thu Jun 25 13:33:38 IDT 2015, lockedVolume=0.0]
Deal [id=3490333, userName= alexpro, direction=Long, asset=XAUUSD, volume=586360.0, pNl=null, openDate=Thu Jun 25 11:03:14 IDT 2015, closeDate=Fri Jun 26 07:31:46 IDT 2015, lockedVolume=0.0]
Deal [id=3492466, userName= alexpro, direction=Long, asset=EURJPY, volume=559625.0, pNl=null, openDate=Fri Jun 26 06:08:12 IDT 2015, closeDate=Fri Jun 26 07:38:00 IDT 2015, lockedVolume=0.0]
Deal [id=3492621, userName= alexpro, direction=Long, asset=XAGUSD, volume=392875.0, pNl=null, openDate=Fri Jun 26 06:59:08 IDT 2015, closeDate=Fri Jun 26 08:33:06 IDT 2015, lockedVolume=0.0]
Deal [id=3492768, userName= alexpro, direction=Long, asset=GBPCHF, volume=787225.0, pNl=null, openDate=Fri Jun 26 07:31:01 IDT 2015, closeDate=Fri Jun 26 15:06:19 IDT 2015, lockedVolume=0.0]
Deal [id=3493099, userName= alexpro, direction=Long, asset=NZDUSD, volume=343650.0, pNl=null, openDate=Fri Jun 26 08:16:50 IDT 2015, closeDate=Wed Jul 08 11:58:09 IDT 2015, lockedVolume=0.0]
Deal [id=3493614, userName= alexpro, direction=Long, asset=GBPCHF, volume=786950.0, pNl=null, openDate=Fri Jun 26 11:01:23 IDT 2015, closeDate=Fri Jun 26 15:01:08 IDT 2015, lockedVolume=0.0]
Deal [id=3494089, userName= alexpro, direction=Long, asset=AUDUSD, volume=382175.0, pNl=null, openDate=Fri Jun 26 13:11:19 IDT 2015, closeDate=Fri Jun 26 20:14:40 IDT 2015, lockedVolume=0.0]
Deal [id=3494142, userName= alexpro, direction=Long, asset=XAUUSD, volume=585415.0, pNl=null, openDate=Fri Jun 26 13:16:25 IDT 2015, closeDate=Fri Jun 26 16:10:25 IDT 2015, lockedVolume=0.0]
Deal [id=3495365, userName= alexpro, direction=Long, asset=EURUSD, volume=549375.0, pNl=null, openDate=Sun Jun 28 22:00:07 IDT 2015, closeDate=Mon Jun 29 09:59:24 IDT 2015, lockedVolume=0.0]
Deal [id=3495375, userName= alexpro, direction=Long, asset=EURUSD, volume=549375.0, pNl=null, openDate=Sun Jun 28 22:00:11 IDT 2015, closeDate=Mon Jun 29 09:59:29 IDT 2015, lockedVolume=0.0]
Deal [id=3495384, userName= alexpro, direction=Long, asset=GBPUSD, volume=783925.0, pNl=null, openDate=Sun Jun 28 22:00:14 IDT 2015, closeDate=Mon Jun 29 10:00:01 IDT 2015, lockedVolume=0.0]
Deal [id=3495398, userName= alexpro, direction=Long, asset=USDJPY, volume=500000.0, pNl=null, openDate=Sun Jun 28 22:01:45 IDT 2015, closeDate=Mon Jun 29 00:04:54 IDT 2015, lockedVolume=0.0]
Deal [id=3497834, userName= alexpro, direction=Long, asset=XAUUSD, volume=588730.0, pNl=null, openDate=Mon Jun 29 10:25:22 IDT 2015, closeDate=Mon Jun 29 00:22:05 IDT 2015, lockedVolume=0.0]
Deal [id=3498440, userName= alexpro, direction=Long, asset=DOWUSD, volume=177005.0, pNl=null, openDate=Mon Jun 29 11:52:56 IDT 2015, closeDate=Tue Jul 07 05:30:20 IDT 2015, lockedVolume=0.0]
Deal [id=3499009, userName= alexpro, direction=Long, asset=XAUUSD, volume=588290.0, pNl=null, openDate=Mon Jun 29 13:20:13 IDT 2015, closeDate=Wed Jul 08 13:54:25 IDT 2015, lockedVolume=0.0]
Deal [id=3499830, userName= alexpro, direction=Long, asset=EURUSD, volume=1117450.0, pNl=null, openDate=Mon Jun 29 15:17:53 IDT 2015, closeDate=Mon Jun 29 17:34:23 IDT 2015, lockedVolume=0.0]
Deal [id=3503709, userName= alexpro, direction=Short, asset=EURJPY, volume=559725.0, pNl=null, openDate=Tue Jun 30 00:38:46 IDT 2015, closeDate=Tue Jun 30 14:07:25 IDT 2015, lockedVolume=0.0]
Deal [id=3501731, userName= alexpro, direction=Long, asset=DAXEUR, volume=1477990.8, pNl=null, openDate=Tue Jun 30 07:12:13 IDT 2015, closeDate=Tue Jun 30 10:47:03 IDT 2015, lockedVolume=0.0]
Deal [id=3503297, userName= alexpro, direction=Long, asset=XAUUSD, volume=586595.0, pNl=null, openDate=Tue Jun 30 11:33:14 IDT 2015, closeDate=Tue Jun 30 15:59:41 IDT 2015, lockedVolume=0.0]
Deal [id=3503308, userName= alexpro, direction=Long, asset=XAUUSD, volume=585295.0, pNl=null, openDate=Tue Jun 30 11:37:30 IDT 2015, closeDate=Tue Jun 30 15:58:56 IDT 2015, lockedVolume=0.0]
Deal [id=3503878, userName= alexpro, direction=Long, asset=EURUSD, volume=1121900.0, pNl=null, openDate=Tue Jun 30 13:02:11 IDT 2015, closeDate=Wed Jul 08 13:54:25 IDT 2015, lockedVolume=0.0]
Deal [id=3504729, userName= alexpro, direction=Long, asset=GBPUSD, volume=785900.0, pNl=null, openDate=Tue Jun 30 15:15:23 IDT 2015, closeDate=Tue Jun 30 17:41:31 IDT 2015, lockedVolume=0.0]
Deal [id=3505386, userName= alexpro, direction=Long, asset=XAUUSD, volume=586500.0, pNl=null, openDate=Tue Jun 30 18:03:49 IDT 2015, closeDate=Wed Jul 08 13:54:25 IDT 2015, lockedVolume=0.0]
Deal [id=3506734, userName= alexpro, direction=Long, asset=DAXEUR, volume=1466120.4, pNl=null, openDate=Wed Jul 01 08:13:52 IDT 2015, closeDate=Wed Jul 01 09:43:25 IDT 2015, lockedVolume=0.0]
Deal [id=3506954, userName= alexpro, direction=Long, asset=GBPUSD, volume=783925.0, pNl=null, openDate=Wed Jul 01 08:35:55 IDT 2015, closeDate=Wed Jul 08 09:09:06 IDT 2015, lockedVolume=0.0]
Deal [id=3507032, userName= alexpro, direction=Long, asset=GBPUSD, volume=783450.0, pNl=null, openDate=Wed Jul 01 08:48:36 IDT 2015, closeDate=Wed Jul 08 09:09:20 IDT 2015, lockedVolume=0.0]
Deal [id=3507315, userName= alexpro, direction=Short, asset=USDJPY, volume=500000.0, pNl=null, openDate=Wed Jul 01 09:10:42 IDT 2015, closeDate=Fri Jul 03 13:55:28 IDT 2015, lockedVolume=0.0]
Deal [id=3512250, userName= alexpro, direction=Short, asset=XAUUSD, volume=1157470.0, pNl=null, openDate=Thu Jul 02 00:23:41 IDT 2015, closeDate=Tue Jul 07 13:08:52 IDT 2015, lockedVolume=0.0]
Deal [id=3512439, userName= alexpro, direction=Long, asset=USDJPY, volume=500000.0, pNl=null, openDate=Thu Jul 02 00:29:47 IDT 2015, closeDate=Wed Jul 08 13:54:25 IDT 2015, lockedVolume=0.0]
Deal [id=3513825, userName= alexpro, direction=Short, asset=EURUSD, volume=1663725.0, pNl=null, openDate=Thu Jul 02 13:34:58 IDT 2015, closeDate=Sun Jul 05 22:07:37 IDT 2015, lockedVolume=0.0]
Deal [id=3518192, userName= alexpro, direction=Long, asset=DAXEUR, volume=1436295.6, pNl=null, openDate=Mon Jul 06 06:07:21 IDT 2015, closeDate=Mon Jul 06 09:07:56 IDT 2015, lockedVolume=0.0]
Deal [id=3520689, userName= alexpro, direction=Short, asset=NI1USD, volume=88080.0, pNl=null, openDate=Mon Jul 06 14:32:51 IDT 2015, closeDate=Wed Jul 08 13:54:25 IDT 2015, lockedVolume=0.0]
Deal [id=3521781, userName= alexpro, direction=Long, asset=NZDCHF, volume=333400.0, pNl=null, openDate=Mon Jul 06 21:59:17 IDT 2015, closeDate=Tue Jul 07 10:44:32 IDT 2015, lockedVolume=0.0]
Deal [id=3524948, userName= alexpro, direction=Long, asset=EURUSD, volume=3279000.0, pNl=null, openDate=Tue Jul 07 00:57:43 IDT 2015, closeDate=Tue Jul 07 00:57:57 IDT 2015, lockedVolume=0.0]
Deal [id=3524953, userName= alexpro, direction=Short, asset=EURUSD, volume=3279450.0, pNl=null, openDate=Tue Jul 07 00:58:06 IDT 2015, closeDate=Wed Jul 08 13:54:25 IDT 2015, lockedVolume=0.0]
Deal [id=3523723, userName= alexpro, direction=Long, asset=EURUSD, volume=548950.0, pNl=null, openDate=Tue Jul 07 09:55:00 IDT 2015, closeDate=Wed Jul 08 09:08:14 IDT 2015, lockedVolume=0.0]
Deal [id=3523902, userName= alexpro, direction=Short, asset=GBPUSD, volume=1546400.0, pNl=null, openDate=Tue Jul 07 10:20:25 IDT 2015, closeDate=Tue Jul 07 10:33:24 IDT 2015, lockedVolume=0.0]
Deal [id=3524152, userName= alexpro, direction=Long, asset=GBPUSD, volume=1545600.0, pNl=null, openDate=Tue Jul 07 10:57:39 IDT 2015, closeDate=Wed Jul 08 09:09:35 IDT 2015, lockedVolume=0.0]
Deal [id=3525082, userName= alexpro, direction=Short, asset=GBPNZD, volume=4630650.0, pNl=null, openDate=Tue Jul 07 13:18:35 IDT 2015, closeDate=Wed Jul 08 09:09:49 IDT 2015, lockedVolume=0.0]
Deal [id=3525436, userName= alexpro, direction=Long, asset=XAUUSD, volume=1153180.0, pNl=null, openDate=Tue Jul 07 14:10:20 IDT 2015, closeDate=Wed Jul 08 11:59:06 IDT 2015, lockedVolume=0.0]
Deal [id=3525903, userName= alexpro, direction=Short, asset=GBPNZD, volume=4630650.0, pNl=null, openDate=Tue Jul 07 15:40:48 IDT 2015, closeDate=Wed Jul 08 09:47:49 IDT 2015, lockedVolume=0.0]
Deal [id=3528269, userName= alexpro, direction=Short, asset=GBPUSD, volume=4623150.0, pNl=null, openDate=Wed Jul 08 09:12:05 IDT 2015, closeDate=Wed Jul 08 11:58:43 IDT 2015, lockedVolume=0.0]
Deal [id=3528284, userName= alexpro, direction=Long, asset=EURNZD, volume=5527000.0, pNl=null, openDate=Wed Jul 08 09:13:39 IDT 2015, closeDate=Wed Jul 08 13:54:25 IDT 2015, lockedVolume=0.0]
Deal [id=3528287, userName= alexpro, direction=Long, asset=XAUUSD, volume=2882150.0, pNl=null, openDate=Wed Jul 08 09:14:21 IDT 2015, closeDate=Wed Jul 08 13:14:24 IDT 2015, lockedVolume=0.0]
Deal [id=3528291, userName= alexpro, direction=Short, asset=GBPNZD, volume=7702250.0, pNl=null, openDate=Wed Jul 08 09:14:41 IDT 2015, closeDate=Wed Jul 08 13:34:05 IDT 2015, lockedVolume=0.0]
Deal [id=3528468, userName= alexpro, direction=Long, asset=XAUUSD, volume=5774250.0, pNl=null, openDate=Wed Jul 08 09:52:22 IDT 2015, closeDate=Wed Jul 08 13:14:38 IDT 2015, lockedVolume=0.0]
Deal [id=3528475, userName= alexpro, direction=Short, asset=GBPNZD, volume=3467587.5, pNl=null, openDate=Wed Jul 08 09:53:14 IDT 2015, closeDate=Wed Jul 08 13:54:25 IDT 2015, lockedVolume=0.0]
Deal [id=3528624, userName= alexpro, direction=Long, asset=XAUUSD, volume=3464640.0, pNl=null, openDate=Wed Jul 08 10:24:35 IDT 2015, closeDate=Wed Jul 08 13:15:04 IDT 2015, lockedVolume=0.0]
Deal [id=3529091, userName= alexpro, direction=Long, asset=XAGUSD, volume=1506950.0, pNl=null, openDate=Wed Jul 08 11:29:10 IDT 2015, closeDate=Wed Jul 08 13:24:27 IDT 2015, lockedVolume=0.0]
Deal [id=3529211, userName= alexpro, direction=Long, asset=XAUUSD, volume=2776416.0, pNl=null, openDate=Wed Jul 08 11:59:52 IDT 2015, closeDate=Wed Jul 08 13:15:50 IDT 2015, lockedVolume=0.0]
Deal [id=3529534, userName= alexpro, direction=Long, asset=XAGUSD, volume=1.5078E7, pNl=null, openDate=Wed Jul 08 13:17:36 IDT 2015, closeDate=Wed Jul 08 13:24:52 IDT 2015, lockedVolume=0.0]
Deal [id=3529611, userName= alexpro, direction=Long, asset=XAGUSD, volume=2.2818E7, pNl=null, openDate=Wed Jul 08 13:26:59 IDT 2015, closeDate=Wed Jul 08 13:54:25 IDT 2015, lockedVolume=0.0]
Deal [id=3532863, userName= alexpro, direction=Long, asset=XAUUSD, volume=581210.0, pNl=null, openDate=Thu Jul 09 10:10:09 IDT 2015, closeDate=Thu Jul 30 20:37:21 IDT 2015, lockedVolume=0.0]
Deal [id=3532866, userName= alexpro, direction=Long, asset=XAUUSD, volume=581150.0, pNl=null, openDate=Thu Jul 09 10:10:36 IDT 2015, closeDate=Thu Jul 30 14:54:48 IDT 2015, lockedVolume=0.0]
Deal [id=3532870, userName= alexpro, direction=Short, asset=XAUUSD, volume=1162380.0, pNl=null, openDate=Thu Jul 09 10:11:19 IDT 2015, closeDate=Tue Jul 14 00:07:46 IDT 2015, lockedVolume=0.0]
Deal [id=3532891, userName= alexpro, direction=Long, asset=USDJPY, volume=500000.0, pNl=null, openDate=Thu Jul 09 10:12:05 IDT 2015, closeDate=Wed Jul 15 00:39:19 IDT 2015, lockedVolume=0.0]
Deal [id=3532898, userName= alexpro, direction=Short, asset=USDJPY, volume=500000.0, pNl=null, openDate=Thu Jul 09 10:12:47 IDT 2015, closeDate=Thu Jul 30 20:35:49 IDT 2015, lockedVolume=0.0]
Deal [id=3532906, userName= alexpro, direction=Long, asset=EURUSD, volume=1103750.0, pNl=null, openDate=Thu Jul 09 10:13:26 IDT 2015, closeDate=Mon Jul 27 07:15:57 IDT 2015, lockedVolume=0.0]
Deal [id=3532913, userName= alexpro, direction=Short, asset=EURUSD, volume=3311550.0, pNl=null, openDate=Thu Jul 09 10:14:03 IDT 2015, closeDate=Thu Jul 16 10:56:55 IDT 2015, lockedVolume=0.0]
Deal [id=3532925, userName= alexpro, direction=Long, asset=EURUSD, volume=2208000.0, pNl=null, openDate=Thu Jul 09 10:15:06 IDT 2015, closeDate=Mon Jul 27 07:11:40 IDT 2015, lockedVolume=0.0]
Deal [id=3532933, userName= alexpro, direction=Long, asset=EURNZD, volume=5519000.0, pNl=null, openDate=Thu Jul 09 10:15:53 IDT 2015, closeDate=Wed Jul 15 14:04:26 IDT 2015, lockedVolume=0.0]
Deal [id=3532938, userName= alexpro, direction=Short, asset=EURNZD, volume=5519750.0, pNl=null, openDate=Thu Jul 09 10:16:40 IDT 2015, closeDate=Wed Jul 15 07:18:11 IDT 2015, lockedVolume=0.0]
Deal [id=3532946, userName= alexpro, direction=Long, asset=XAGUSD, volume=2.301975E7, pNl=null, openDate=Thu Jul 09 10:19:31 IDT 2015, closeDate=Thu Jul 30 20:44:10 IDT 2015, lockedVolume=0.0]
Deal [id=3532957, userName= alexpro, direction=Short, asset=XAGUSD, volume=2.3031E7, pNl=null, openDate=Thu Jul 09 10:23:01 IDT 2015, closeDate=Thu Jul 09 10:23:23 IDT 2015, lockedVolume=0.0]
