Is Online,Deal ID,Username,Symbol,Long/Short,Buy Amount,Buy Currency,Sell Amount,Sell Currency,Open Date,Open Rate,Open Reason,Close Rate,Close Date,Close Reason,PaL (ABC),PaL Pips,SL Rate,SL Amount,TP Rate,TP Amount,Open Freeze Status,FREEZE_CLOSE,Business Unit,User Group,Volume,Volume (ABC),ABC,Account ID,User Group Type,User Type,Margin Amount (PBC),Margin Amount (BC),Margin Amount (ABC),SL Amount (NBC),SL Amount (ABC),PaL,Desk,Rolling Commission (ABC),Rolling Commission,Handling Commission,Handling Commission (ABC),Order Rate,Eligibility Status,Is Eligible,Affiliate Name,STP Provider,Retention Manager,Tags,TradingSystem,Ext Deal ID,Post Balance (ABC),Deal Duration(Hours),,,
NO,3889347, alexpro,EURUSD,Long,3000000,EUR,3223770,USD,11/13/2015 13:52:09 GMT,1.07459,Opened By User,1.07472,11/13/2015 15:15:10 GMT,TP Amount Reached,400,1.3,,0,,400,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),3223110,3223110,USD, 920486,Standard,Trader,16533.75,15000,16533.75,,,400,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,227839.58,1.38,,,,
NO,3880070, alexpro,EURUSD,Short,3222810,USD,3000000,EUR,11/11/2015 19:31:24 GMT,1.07427,Opened By User,1.07421,11/11/2015 20:00:40 GMT,Closed By User,180,0.6,,0,,850,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),3223290,3223290,USD, 920486,Standard,Trader,16533.75,15000,16533.75,,,180,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,213265.58,0.49,,,,
NO,3884053, alexpro,XAUUSD,Long,3000,XAU,3240990,USD,11/12/2015 16:09:29 GMT,1080.33,Opened By User,1080.4,11/12/2015 17:23:04 GMT,TP Amount Reached,222,7,,0,,222,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),3240450,3240450,USD, 920486,Standard,Trader,19040.1,15,19040.1,,,222,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,226209.58,1.23,,,,
NO,3893889, alexpro,USDCHF,Short,3020970,CHF,3000000,USD,11/16/2015 16:14:38 GMT,1.00699,Opened By User,1.00518,12/03/2015 13:45:16 GMT,Closed By User,5402.82,18.1,,0,,111111,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),3000000,3000000,USD, 920486,Standard,Trader,15000,15000,15000,,,5402.82,Anton MacCane,1170,1170,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,240423.95,405.51,,,,
NO,3890305, alexpro,EURUSD,Long,3000000,EUR,3218160,USD,11/13/2015 16:50:45 GMT,1.07272,Opened By User,1.07282,11/13/2015 18:15:33 GMT,TP Amount Reached,300,1,,0,,300,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),3217740,3217740,USD, 920486,Standard,Trader,16533.75,15000,16533.75,,,300,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,228674.82,1.41,,,,
NO,4211956, alexpro,XAUUSD,Short,618455,USD,500,XAU,02/26/2016 12:43:37 GMT,1236.91,Opened By User,1236.77,02/26/2016 12:59:25 GMT,Closed By User,70,14,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),618455,618455,USD, 920486,Standard,Trader,3173.35,2.5,3173.35,,,70,Anton MacCane,,,0,0,1237,Eligible, MED_FXP,,Alexander Galich,,MT4,7769903,75393.66,0.26,,,,
NO,4212149, alexpro,EURUSD,Long,500000,EUR,549925,USD,02/26/2016 13:33:25 GMT,1.09985,Opened By User,1.10107,03/04/2016 16:10:08 GMT,Closed By User,610,12.2,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),549925,549925,USD, 920486,Standard,Trader,2755.63,2500,2755.63,,,610,Anton MacCane,136.27,136.27,0,0,1.0998,Eligible, MED_FXP,,Alexander Galich,,MT4,7770178,75594.87,170.61,,,,
NO,3401316, alexpro,EURNZD,Long,1000000,EUR,1501410,NZD,05/26/2015 12:49:07 GMT,1.50141,Opened By User,1.50555,05/26/2015 13:56:49 GMT,TP Amount Reached,3000,41.4,,0,,3000,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),1090650,1090650,USD, 920486,Standard,Trader,5511.25,5000,5511.25,,,3000,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,237204.25,1.13,,,,
NO,3370709, alexpro,GBPUSD,Short,224827.5,USD,150000,GBP,05/14/2015 07:15:21 GMT,1.49885,Opened By Dealer,1.54565,06/10/2015 09:46:00 GMT,Closed By Dealer,-7020,-468,,0,,111,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),236670,236670,USD, 920486,Standard,Trader,1067.82,750,1067.82,,,-7020,Anton MacCane,220.03,220.03,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,328016.18,650.51,,,,
NO,3387562, alexpro,OILUSD,Long,12000,OIL,705240,USD,05/20/2015 13:58:10 GMT,58.77,Opened By User,59.98,05/21/2015 13:17:37 GMT,Closed By Dealer,14520,121,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),704640,704640,USD, 920486,Standard,Trader,4279.2,120,4279.2,,,14520,Anton MacCane,35.27,35.27,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,231424.56,23.32,,,,
NO,3374354, alexpro,GBPUSD,Short,473430,USD,300000,GBP,05/15/2015 06:55:26 GMT,1.5781,Opened By User,1.5725,05/15/2015 10:10:08 GMT,TP Reached,1680,56,,0,1.5725,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),473505,473505,USD, 920486,Standard,Trader,2135.64,1500,2135.64,,,1680,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,207123.27,3.25,,,,
NO,3383030, alexpro,USDJPY,Long,1000000,USD,120210000,JPY,05/19/2015 12:30:54 GMT,120.21,Opened By Dealer,120.391,05/19/2015 12:34:23 GMT,TP Amount Reached,1500,18.1,,0,,1500,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),1000000,1000000,USD, 920486,Standard,Trader,5000,5000,5000,,,1500,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,211840.19,0.06,,,,
NO,3385850, alexpro,GBPJPY,Long,500000,GBP,93825000,JPY,05/20/2015 08:30:28 GMT,187.65,Limit Captured,188,05/20/2015 10:22:17 GMT,TP Reached,1447.96,35,187,0,188,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),775625,775625,USD, 920486,Standard,Trader,3559.4,2500,3559.4,,,1447.96,Anton MacCane,,,0,0,187.65,Eligible, MED_FXP,,Alexander Galich,,PX,,210561.94,1.86,,,,
NO,3381956, alexpro,EURGBP,Long,500000,EUR,360250,GBP,05/19/2015 08:59:10 GMT,0.7205,Limit Captured,0.716,05/20/2015 06:00:01 GMT,SL Reached,-3486.49,-45,0.716,0,0.725,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),559675,559675,USD, 920486,Standard,Trader,2755.63,2500,2755.63,,,-3486.49,Anton MacCane,27.84,27.84,0,0,0.7205,Eligible, MED_FXP,,Alexander Galich,,PX,,213010.55,21.01,,,,
NO,3404654, alexpro,GASUSD,Short,1275949.4,USD,445513.06,GAS,05/27/2015 11:24:35 GMT,2.864,Opened By User,2.844,05/27/2015 13:32:03 GMT,TP Amount Reached,9000,20,,0,,9000,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),1279068,1279068,USD, 920486,Standard,Trader,14791.03,8910.26,14791.03,,,9000,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,253502.22,2.12,,,,
NO,3405502, alexpro,GASUSD,Long,500000,GAS,1432500,USD,05/27/2015 13:52:47 GMT,2.865,Opened By User,2.867,06/11/2015 12:18:11 GMT,SL Reached,1000,2,2.867,0,,7500,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),1428500,1428500,USD, 920486,Standard,Trader,16600,10000,16600,,,1000,Anton MacCane,447.67,447.67,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,218814.87,358.42,,,,
NO,3401540, alexpro,GASUSD,Long,302112.15,GAS,860717.52,USD,05/26/2015 13:16:57 GMT,2.849,Opened By User,2.874,05/27/2015 10:46:09 GMT,TP Amount Reached,7500,25,,0,,7500,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),858300.62,858300.62,USD, 920486,Standard,Trader,10030.12,6042.24,10030.12,,,7500,Anton MacCane,43.05,43.05,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,244502.22,21.49,,,,
NO,3365897, alexpro,GBPJPY,Long,1000000,GBP,188000000,JPY,05/13/2015 08:30:01 GMT,188,Limit Captured,188.241,05/13/2015 08:31:20 GMT,Closed By Dealer,2012.11,24.1,,0,,3000,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),1568400,1568400,USD, 920486,Standard,Trader,7118.8,5000,7118.8,,,2012.11,Anton MacCane,,,0,0,188,Eligible, MED_FXP,,Alexander Galich,,PX,,199665.82,0.02,,,,
NO,3377715, alexpro,EURNZD,Short,460632,NZD,300000,EUR,05/18/2015 07:18:19 GMT,1.53544,Opened By User,1.53497,05/18/2015 15:50:12 GMT,Closed By User,104.32,4.7,,0,1.5308,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),342030,342030,USD, 920486,Standard,Trader,1653.38,1500,1653.38,,,104.32,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,208765.16,8.53,,,,
NO,3361667, alexpro,GBPJPY,Long,1000000,GBP,187150000,JPY,05/12/2015 08:30:01 GMT,187.15,Limit Captured,187.51,05/12/2015 08:36:12 GMT,TP Amount Reached,3000,36,,0,,3000,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),1557600,1557600,USD, 920486,Standard,Trader,7118.8,5000,7118.8,,,3000,Anton MacCane,,,0,0,187.15,Eligible, MED_FXP,,Alexander Galich,,PX,,197821.55,0.1,,,,
NO,3393040, alexpro,GBPJPY,Short,94857000,JPY,500000,GBP,05/21/2015 15:01:12 GMT,189.714,Opened By User,189.343,05/22/2015 05:01:25 GMT,Closed By User,1535.34,37.1,190.6,0,189,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),783300,783300,USD, 920486,Standard,Trader,3559.4,2500,3559.4,,,1535.34,Anton MacCane,39.17,39.17,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,234276.79,14,,,,
NO,3392423, alexpro,OILUSD,Long,11500,OIL,691150,USD,05/21/2015 13:13:48 GMT,60.1,Limit Captured,61.43,06/10/2015 09:24:38 GMT,Closed By Dealer,15295,133,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),690920,690920,USD, 920486,Standard,Trader,4100.9,115,4100.9,,,15295,Anton MacCane,477.69,477.69,0,0,60.1,Eligible, MED_FXP,,Alexander Galich,,PX,,335036.18,476.18,,,,
NO,3376691, alexpro,GBPUSD,Short,236790,USD,150000,GBP,05/15/2015 15:31:16 GMT,1.5786,Opened By User,1.57245,05/15/2015 21:00:00 GMT,Closed By User,922.5,61.5,,0,,1000,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),236812.5,236812.5,USD, 920486,Standard,Trader,1067.82,750,1067.82,,,922.5,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,208045.77,5.48,,,,
NO,3390427, alexpro,GBPUSD,Long,500000,GBP,778875,USD,05/21/2015 07:53:41 GMT,1.55775,Opened By User,1.567,05/21/2015 10:05:04 GMT,TP Reached,4625,92.5,,0,1.567,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),778800,778800,USD, 920486,Standard,Trader,3559.4,2500,3559.4,,,4625,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,216504.56,2.19,,,,
NO,3372641, alexpro,GBPUSD,Short,224827.5,USD,150000,GBP,05/14/2015 13:14:53 GMT,1.49885,Opened By Dealer,1.49885,05/14/2015 13:17:01 GMT,Closed By Dealer,0,0,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),236707.5,236707.5,USD, 920486,Standard,Trader,1067.82,750,1067.82,,,0,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,216887.91,0.04,,,,
NO,3380810, alexpro,OILUSD,Short,78315,USD,1500,OIL,05/19/2015 06:39:15 GMT,52.21,Opened By Dealer,61.49,06/10/2015 09:24:34 GMT,Closed By Dealer,-13920,-928,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),90270,90270,USD, 920486,Standard,Trader,2.67,0.08,2.67,,,-13920,Anton MacCane,71.1,71.1,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,319741.18,530.76,,,,
NO,3380811, alexpro,OILUSD,Short,489300,USD,10000,OIL,05/19/2015 06:39:35 GMT,48.93,Opened By Dealer,60.64,06/11/2015 11:04:27 GMT,Closed By Dealer,-117100,-1171,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),601800,601800,USD, 920486,Standard,Trader,17.83,0.5,17.83,,,-117100,Anton MacCane,504.58,504.58,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,217814.87,556.41,,,,
NO,3361319, alexpro,USDSEK,Short,8235000,SEK,1000000,USD,05/12/2015 07:29:19 GMT,8.235,Limit Captured,8.235,05/12/2015 07:30:02 GMT,Closed By Dealer,0,0,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),1000000,1000000,USD, 920486,Standard,Trader,5000,5000,5000,,,0,Anton MacCane,,,0,0,8.235,Eligible, MED_FXP,,Alexander Galich,,PX,,194821.55,0.01,,,,
NO,3365957, alexpro,GBPUSD,Long,500000,GBP,785000,USD,05/13/2015 08:30:13 GMT,1.57,Limit Captured,1.5725,05/13/2015 08:32:03 GMT,TP Reached,1250,25,1.565,0,1.5725,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),785900,785900,USD, 920486,Standard,Trader,3559.4,2500,3559.4,,,1250,Anton MacCane,,,0,0,1.57,Eligible, MED_FXP,,Alexander Galich,,PX,,200915.82,0.03,,,,
NO,3403332, alexpro,EURUSD,Long,500000,EUR,546200,USD,05/27/2015 06:26:50 GMT,1.0924,Opened By User,1.095,05/28/2015 17:30:37 GMT,TP Reached,1300,26,,0,1.095,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),546175,546175,USD, 920486,Standard,Trader,2755.63,2500,2755.63,,,1300,Anton MacCane,27.24,27.24,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,320035.67,35.06,,,,
NO,3385978, alexpro,GBPUSD,Long,500000,GBP,776500,USD,05/20/2015 08:31:31 GMT,1.553,Limit Captured,1.5567,05/20/2015 13:46:32 GMT,TP Reached,1850,37,1.548,0,1.5567,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),776450,776450,USD, 920486,Standard,Trader,3559.4,2500,3559.4,,,1850,Anton MacCane,,,0,0,1.553,Eligible, MED_FXP,,Alexander Galich,,PX,,212411.94,5.25,,,,
NO,3382994, alexpro,EURUSD,Short,558000,USD,500000,EUR,05/19/2015 12:30:27 GMT,1.116,Limit Captured,1.111,05/20/2015 05:59:20 GMT,TP Reached,2500,50,1.12,0,1.111,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),558025,558025,USD, 920486,Standard,Trader,2755.63,2500,2755.63,,,2500,Anton MacCane,27.84,27.84,0,0,1.116,Eligible, MED_FXP,,Alexander Galich,,PX,,216497.04,17.48,,,,
NO,3387559, alexpro,EURUSD,Long,1000000,EUR,1110850,USD,05/20/2015 13:57:35 GMT,1.11085,Opened By User,1.11125,05/21/2015 12:47:44 GMT,Closed By Dealer,400,4,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),1110650,1110650,USD, 920486,Standard,Trader,5511.25,5000,5511.25,,,400,Anton MacCane,33.33,33.33,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,216904.56,22.84,,,,
NO,3365574, alexpro,OILUSD,Short,489300,USD,10000,OIL,05/13/2015 07:25:58 GMT,48.93,Opened By Dealer,59.67,05/18/2015 20:02:00 GMT,Expiration,-107400,-1074,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),613700,613700,USD, 920486,Standard,Trader,17.83,0.5,17.83,,,-107400,Anton MacCane,89.87,89.87,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,99260.16,132.6,,,,
NO,3385941, alexpro,GBPCHF,Long,500000,GBP,728500,CHF,05/20/2015 08:31:06 GMT,1.457,Limit Captured,1.452,05/20/2015 09:05:02 GMT,SL Reached,-2669.2,-50,1.452,0,1.461,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),776200,776200,USD, 920486,Standard,Trader,3559.4,2500,3559.4,,,-2669.2,Anton MacCane,,,0,0,1.457,Eligible, MED_FXP,,Alexander Galich,,PX,,210341.35,0.57,,,,
NO,3411011, alexpro,GASUSD,Short,1354000,USD,500000,GAS,05/28/2015 19:45:12 GMT,2.708,Opened By Dealer,2.772,06/24/2015 20:00:22 GMT,Expiration,-32000,-64,,0,2.675,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),1357500,1357500,USD, 920486,Standard,Trader,1383.33,833.33,1383.33,,,-32000,Anton MacCane,784.03,784.03,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,211159.64,648.25,,,,
NO,3383001, alexpro,USDJPY,Long,1000000,USD,120300000,JPY,05/19/2015 12:30:35 GMT,120.3,Limit Captured,120.36,05/19/2015 12:33:06 GMT,TP Amount Reached,500,6,,0,,500,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),1000000,1000000,USD, 920486,Standard,Trader,5000,5000,5000,,,500,Anton MacCane,,,0,0,120.3,Eligible, MED_FXP,,Alexander Galich,,PX,,210340.19,0.04,,,,
NO,3408987, alexpro,GASUSD,Short,1403500,USD,500000,GAS,05/28/2015 11:23:58 GMT,2.807,Opened By Dealer,2.736,05/28/2015 15:54:02 GMT,Closed By Dealer,35500,71,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),1407000,1407000,USD, 920486,Standard,Trader,1383.33,833.33,1383.33,,,35500,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,318735.67,4.5,,,,
NO,3380622, alexpro,USDCAD,Short,363960,CAD,300000,USD,05/19/2015 05:38:39 GMT,1.2132,Opened By User,1.22325,06/10/2015 09:46:09 GMT,Closed By Dealer,-2465.15,-100.5,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),300000,300000,USD, 920486,Standard,Trader,1500,1500,1500,,,-2465.15,Anton MacCane,240,240,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,325551.03,532.13,,,,
NO,3367494, alexpro,USDJPY,Short,119500000,JPY,1000000,USD,05/13/2015 12:30:28 GMT,119.5,Limit Captured,119.38,05/13/2015 12:32:34 GMT,Closed By Dealer,1004.73,12,,0,,1000,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),1000000,1000000,USD, 920486,Standard,Trader,5000,5000,5000,,,1004.73,Anton MacCane,,,0,0,119.5,Eligible, MED_FXP,,Alexander Galich,,PX,,201920.55,0.04,,,,
NO,3365579, alexpro,OILUSD,Short,78315,USD,1500,OIL,05/13/2015 07:27:04 GMT,52.21,Opened By Dealer,59.67,05/18/2015 20:01:35 GMT,Expiration,-11190,-746,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),92070,92070,USD, 920486,Standard,Trader,2.67,0.08,2.67,,,-11190,Anton MacCane,13.48,13.48,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,206660.16,132.58,,,,
NO,3392574, alexpro,USDJPY,Short,60582500,JPY,500000,USD,05/21/2015 13:42:19 GMT,121.165,Opened By User,120.8,05/22/2015 03:30:34 GMT,TP Reached,1510.95,36.5,121.65,0,120.8,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),500000,500000,USD, 920486,Standard,Trader,2500,2500,2500,,,1510.95,Anton MacCane,25,25,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,232741.45,13.8,,,,
NO,3403328, alexpro,GBPUSD,Long,500000,GBP,771675,USD,05/27/2015 06:26:10 GMT,1.54335,Opened By User,1.544,06/04/2015 09:55:14 GMT,TP Reached,325,6.5,,0,1.544,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),771600,771600,USD, 920486,Standard,Trader,3559.4,2500,3559.4,,,325,Anton MacCane,229.5,229.5,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,334496.57,195.48,,,,
NO,3382373, alexpro,EURJPY,Long,300000,EUR,40395000,JPY,05/19/2015 10:23:51 GMT,134.65,Limit Captured,134,05/19/2015 12:54:04 GMT,SL Reached,-1618.86,-65,134,0,135,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),336345,336345,USD, 920486,Standard,Trader,1653.38,1500,1653.38,,,-1618.86,Anton MacCane,,,0,0,134.65,Eligible, MED_FXP,,Alexander Galich,,PX,,210696.33,2.5,,,,
NO,3387541, alexpro,OILUSD,Long,12000,OIL,705000,USD,05/20/2015 13:53:27 GMT,58.75,Opened By User,58.69,05/20/2015 13:55:19 GMT,Closed By User,-720,-6,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),704640,704640,USD, 920486,Standard,Trader,21.4,0.6,21.4,,,-720,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,212041.94,0.03,,,,
NO,3365575, alexpro,EURUSD,Short,1067000,USD,1000000,EUR,05/13/2015 07:26:31 GMT,1.067,Opened By Dealer,1.10345,07/02/2015 00:00:42 GMT,Expiration,-36450,-364.5,,0,1.045,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),1125250,1125250,USD, 920486,Standard,Trader,5511.25,5000,5511.25,,,-36450,Anton MacCane,1174.17,1174.17,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,218853.34,1192.57,,,,
NO,3385264, alexpro,USDCAD,Long,500000,USD,612500,CAD,05/20/2015 06:37:08 GMT,1.225,Limit Captured,1.222,05/20/2015 10:15:50 GMT,SL Reached,-1227.37,-30,1.222,0,1.228,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),500000,500000,USD, 920486,Standard,Trader,2500,2500,2500,,,-1227.37,Anton MacCane,,,0,0,1.225,Eligible, MED_FXP,,Alexander Galich,,PX,,209113.98,3.65,,,,
NO,3380807, alexpro,OILUSD,Long,11500,OIL,676545,USD,05/19/2015 06:38:04 GMT,58.83,Opened By Dealer,59.13,05/19/2015 12:56:36 GMT,Closed By Dealer,3450,30,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),691725,691725,USD, 920486,Standard,Trader,20.5,0.58,20.5,,,3450,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,214146.33,6.31,,,,
NO,3400923, alexpro,GBPUSD,Short,1539750,USD,1000000,GBP,05/26/2015 12:14:27 GMT,1.53975,Opened By User,1.5395,05/26/2015 12:37:51 GMT,Closed By User,250,2.5,,0,1.535,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),1539850,1539850,USD, 920486,Standard,Trader,7118.8,5000,7118.8,,,250,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,234204.25,0.39,,,,
NO,3377618, alexpro,GBPUSD,Short,470895,USD,300000,GBP,05/18/2015 07:07:40 GMT,1.56965,Limit Captured,1.56695,05/18/2015 07:31:59 GMT,Closed By User,810,27,1.573,0,1.56565,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),470925,470925,USD, 920486,Standard,Trader,2135.64,1500,2135.64,,,810,Anton MacCane,,,0,0,1.56965,Eligible, MED_FXP,,Alexander Galich,,PX,,208660.84,0.41,,,,
NO,3393887, alexpro,EURUSD,Long,1000000,EUR,1116500,USD,05/22/2015 06:00:24 GMT,1.1165,Opened By User,1.1275,06/03/2015 15:07:50 GMT,TP Reached,11000,110,,0,1.1275,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),1116050,1116050,USD, 920486,Standard,Trader,5511.25,5000,5511.25,,,11000,Anton MacCane,263.13,263.13,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,334418.06,297.12,,,,
NO,3387530, alexpro,EURUSD,Long,1000000,EUR,1110500,USD,05/20/2015 13:51:49 GMT,1.1105,Opened By User,1.11085,05/20/2015 13:54:44 GMT,Closed By User,350,3.5,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),1110400,1110400,USD, 920486,Standard,Trader,5511.25,5000,5511.25,,,350,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,212761.94,0.05,,,,
NO,3381912, alexpro,GBPUSD,Short,777250,USD,500000,GBP,05/19/2015 08:56:11 GMT,1.5545,Limit Captured,1.5521,05/19/2015 10:24:38 GMT,TP Amount Reached,1200,24,1.56,0,,1200,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),777325,777325,USD, 920486,Standard,Trader,3559.4,2500,3559.4,,,1200,Anton MacCane,,,0,0,1.5545,Eligible, MED_FXP,,Alexander Galich,,PX,,209840.19,1.47,,,,
NO,4105075, alexpro,GBPUSD,Long,500000,GBP,716925,USD,01/25/2016 10:22:13 GMT,1.43385,Opened By User,1.446,02/03/2016 09:32:59 GMT,TP Reached,6075,121.5,,0,1.446,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),716925,716925,USD, 920486,Standard,Trader,3559.4,2500,3559.4,,,6075,Anton MacCane,250.64,250.64,0,0,,Eligible, MED_FXP,,Alexander Galich,,MT4,7609419,63363.46,215.18,,,,
NO,3626033, alexpro,AUDUSD,Short,738200,USD,1000000,AUD,08/14/2015 09:20:59 GMT,0.7382,Opened By User,0.7372,08/14/2015 14:58:41 GMT,TP Amount Reached,1000,10,,0,,1000,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),738200,738200,USD, 920486,Standard,Trader,3714.6,5000,3714.6,,,1000,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,131780.11,5.63,,,,
NO,3452138, alexpro,GBPUSD,Short,771500,USD,500000,GBP,06/11/2015 12:30:19 GMT,1.543,Limit Captured,1.56985,06/29/2015 10:00:07 GMT,Closed By User,-13425,-268.5,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),771575,771575,USD, 920486,Standard,Trader,3559.4,2500,3559.4,,,-13425,Anton MacCane,471.56,471.56,0,0,1.543,Eligible, MED_FXP,,Alexander Galich,,PX,,224706.7,429.5,,,,
NO,3452085, alexpro,USDJPY,Long,500000,USD,61975000,JPY,06/11/2015 12:30:17 GMT,123.95,Limit Captured,123.99,06/17/2015 12:50:42 GMT,Closed By User,161.28,4,,0,124.1,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),500000,500000,USD, 920486,Standard,Trader,2500,2500,2500,,,161.28,Anton MacCane,100,100,0,0,123.95,Eligible, MED_FXP,,Alexander Galich,,PX,,218242.53,144.34,,,,
